Position,Company,Salary,Min-Salary,Max-Salary,City,Empirical,Education,Work Nature,Advantage,Detail,Address,Coordinate
C/C++开发工程师,开科唯识资产管理软件中心,8k-15k,8k,15k,佛山,1-3年,本科及以上,全职,五险一金 周末双休 节日礼品 发展空间,岗位职责：1、主要从事资金交易系统定制化开发；2、参与资金交易系统核心模块的研发。任职条件：1、大学本科及以上学历，计算机科学、软件工程、通信、自动化等专业，有银行金融系统开发经验优先2、两年以上C/C++或C#开发的经验，有金融（银行、证券以及保险）行业开发经验以及有在成熟产品上进行二次开发经验者优先；3、熟练掌握任意两种以上流行数据库如Oracle、Sybase、SQLSERVER、Mysql等；4、熟悉unixshell或windowsbatch脚本优先5、有较强的逻辑思维能力，对技术有强烈的兴趣，具有良好的学习能力；6、有良好的沟通能力和代码编写规范习惯；7、具有良好的团队合作能力8、可接受华南区域出差公司福利：工作时间：周一至周五提供加薪机会：每年的4月或10月人才推荐：人才推荐奖金、年度人才推荐之星评比出差福利：出差补贴、带薪出差探亲假、探亲假费用报销、出差住宿假期福利：除法定的节假日之外，还享有年假，婚假，丧假，生育假等办理调户：为符合条件的有意向的员工办理入户（限北京和深圳地区）其他福利：五险一金、年度旅游、年度体检、生日福利、中秋礼金、结婚礼金、生子礼金、餐补、不定期团队活动,佛山佛山市南海区灯湖东路6号,"(113.15044, 23.060672)"
C/C++,上海中软华腾软件系统有限公司,10k-20k,10k,20k,上海,3-5年,本科及以上,全职,"五险一金,年终奖,节假日福利,年假",1.本科以上学历；2.熟悉C/C++语言，3年以上相关开发经验；3.熟悉Liunx、Unix、AIX等至少一种操作系统，并能进行基本操作；4.熟悉Oracle、DB2、Mysql等至少一种数据库开发；5.熟悉SHELL编程，对网络编程、数据结构、多进程编程有一定了解；6.银行、互联网金融类业务系统开发经验佳。,上海上丰路1111号,"(121.663018, 31.238184)"
C/C++开发工程师—视频网络方向,涂鸦智能云端开发部,15k-25k,15k,25k,杭州,不限,学历不限,全职,弹性工作、氛围轻松、 定期团建,"职位描述：1.针对音视频实时通讯传输、在复杂网络和弱网客户端播放时Qos的保障和优化;2.针对高流量高并发高实时的媒体转发服务器的性能优化;3.收集、分析理解产品需求，并且抽取和分解技术性需求、进行技术预研和关键技术攻关,并完成整个团队业务相关产品的平台建设以及公共组件的沉淀;4.基于产品应用场景进行可用性埋点、采集与统计分析，持续产品与技术优化;5.保持优秀的自我管理和持续学习能力，主导技术分享和培训，提升团队战斗力和个人影响力.职位要求：1.具备扎实的C/C++语言基础，擅长在Linux平台下进行服务端软件开发;2.掌握常见的数据结构和算法;3.熟悉TCP/IP协议，能熟练进行Socket网络编程，多进程/多线程编程;4.熟悉视频编解码与传输技术，熟悉H264,熟悉RTP/RTCP,RTSP,HLS媒体协议;5.熟悉高并发网络事件驱动框架比如libevent/libuv/ACE,熟悉nginx;6.具有良好而规范的编程习惯和文档编写习惯,较好的沟通表达能力和团队合作精神.",杭州古墩路87号浙商财富中心3号楼5/6/7/8/11楼,"(120.100758, 30.270832)"
C/C++开工程师,通力互联,10k-20k,10k,20k,武汉,不限,学历不限,全职,"员工活动,年终奖,周末双休,五险一金",1、熟悉C/C++程序开发，有嵌入式软件开经验优先；2、网络、通信产品经验背景优先，熟悉网络协议及相关网络标准知识优先；3、掌握正则表达式、XML、网络协议等基础知识；4、具有良好的沟通表达能力、团队合作精神。备注：符合该岗位要求，且能力优秀者，薪酬可以另谈。,武汉高新大道武汉未来科技城F3,"(114.419975, 30.501401)"
C/C++可编程逻辑控制器程序...,丰蕾科技,15k-30k,15k,30k,上海,3-5年,本科及以上,全职,领导好、晋升快、培训多、前景好,岗位职责1.负责工业可编程控制器集成开发环境中工业应用运行时环境的开发及维护；2.通过研究分析相关领域方案解决技术问题；任职要求1．计算机科学、软件工程、电子工程相关专业本科及以上学历；2．具备扎实的数据结构、算法设计、计算机体系结构等专业知识；3．熟练掌握C/C++编程技术，熟悉Linux下编程环境；4.熟悉CORBA，COM等组件开发优先5.熟悉设计模式者优先6．能较熟练阅读相关英语技术文档者优先；7．熟悉IEC61131-3工业标准，熟悉IEC61131-3相关IDE中应用运行时环境实现者优先；8.工作态度端正，有较强的沟通、协调能力和团队精神。,上海云岭西路600弄6号楼9楼,"(121.36743, 31.231221)"
C/C++,大连华夏腾飞科技有限公司,8k-15k,8k,15k,大连,1-3年,学历不限,全职,五险一金；定期团建；节日福利,1.Linux下开发经验三年以上2.了解对日开发流程3.熟悉单机片关联开发技术4.熟悉linux系统属性5.日语可读写式样书，技术优秀可适当放宽日语要求,大连智业广场B2座902,"(121.519146, 38.852882)"
C/C++开发工程师（外派）,南京青花瓷软件,9k-15k,9k,15k,南京,1-3年,本科及以上,全职,"带薪休假,每年旅游,加班费,加班调休",1、计算机相关专业，本科及以上学历。2、1年以上C++软件项目开发工作经验。3、精通C、C++语言，具备面向对象编程思想，具有较强的代码阅读和分析能力。4、熟悉LINUX操作系统，能在LINUX系统上进行调试。5、熟悉主流数据库，精通SQL。6、熟悉网络编程相关知识。7、基础扎实，工作认真主动、责任心强，具备良好的团队协作精神及沟通交流能力。8、熟悉Qt或者有移动端应用软件开发经验者优先考虑。9、有大型系统开发、分布式或文件系统开发等经验的优先考虑。,南京水阁路,"(118.777704, 31.89534)"
C/C++开发工程师,巴金科技研发部,15k-25k,15k,25k,北京,3-5年,本科及以上,全职,五险一金、13薪、弹性上班、过节费等,【岗位职责】负责公司产品客户端核心模块的研发工作。1.负责Android平台的客户端以及NDK底层音频的低延迟播放以及音效相关开发以及性能完善提升。2.家庭娱乐设备以及车载上的基于音频中间件的适配移植。【任职要求】1.本科以上学历，优秀者专科也可，2年以上研发工作经验。2.精通c/c++语言、熟悉jni底层开发。3.了解Androidframeworklinux驱动相关知识优先。4.了解Android系统框架(尤其hal层)，熟悉ALSA音频框架优先。5.责任心强、学习能力强、敢于接受压力和挑战、能够独立完成任务攻关。6.良好的表达沟通能力，偶尔需要出差现场技术支持。,北京北京市朝阳区劲松三区甲302号华腾大厦1702室,"(116.460435, 39.882853)"
c/c++开发工程师（嵌入式、Li...,博创科技,15k-25k,15k,25k,北京,3-5年,本科及以上,全职,"自有专利,技术氛围好,学习空间大","一、主要职责：1、负责软件模块的详细设计、编码实现、单元测试；2、负责软件问题的调查分析、错误修改、代码优化、回归测试；3、负责软件平台构建、编译环境构建以及配置管理工作；4、负责对接客户需求，完成需求设计与需求分析文档；5、负责前沿技术预研，完成方案设计与可行性分析；6、负责软件架构设计，完成项目概要设计文档；7、负责软件开发过程中的详细设计文档评审。二、任职资格：1、本科及以上学历，计算机、软件工程、信息计算、通信科学等相关专业（具备信息安全、网络安全知识）优先，从事相关工作3年及以上经验；2、熟悉密码产品资质认证整个流程，熟悉相关文档编写；3、至少参与过一种商用密码产品的研发全流程；4、熟悉C语言，熟练使用常用的数据结构；5、熟练使用Linux操作系统，熟练使用find、grep、sed、tar等工具；6、熟练使用shell脚本，熟悉Lua/Python/Perl/Javascript至少一种脚本语言；7、熟悉Linux网络编程，了解TCP、UDP传输协议；8、遵守编码规范，熟练使用vim/emacs等编辑器编写代码；9、熟练使用gcc及相关交叉编译工具链，熟悉gcc编译选项；10、熟练使用gdb及相关工具进行问题定位与分析；11、有基于ARM，PowerPC、MIPS或x86构架的嵌入式系统开发经验者优先;12、对Linux内核源代码启动流程、网络协议栈、存储子系统有深入了解；13、熟悉HTTP、web等编程；14、工作认真细心，责任感强,有良好的钻研精神和团队合作意识。",北京丽泽金融商务区晋商联合大厦,"(116.326648, 39.862521)"
C/C++（校招）,数美,10k-20k,10k,20k,杭州,应届毕业生,本科及以上,全职,"快速发展,人工智能,大数据,待遇好",你将要负责1、负责数美系统的服务器端实现；系统性能进行优化、重构2、负责和算法工程师配合进行大数据量交互及处理3、负责核心算法实现工作希望你1、本科及以上学历2、熟练掌握Linux下的C/C++／java（任一）3、2019年应届毕业生优先3、有高并发、高实时架构设计经验优先4、开源贡献者优先，github源码者优先，技术博客者优先；5、对技术有激情，喜欢钻研，具有有较强的独立工作能力和解决问题的能力（BigPlus）；公司福利待遇有竞争力的薪酬期权奖励五险一金+商业保险午餐+晚餐补助交通+通讯+电脑补贴结婚+生育+丧葬+住院礼金伯乐奖金年假8天起+带薪病假年度体检、零食畅享、团队建设、生日会、弹性办公数美领先的大数据技术、产品与服务提供商我们正在经历一个IT到DT的变革时代。大数据已经渗透到各个环节，各个角落。这个世界，就是掩藏在表象之下，被数据所揭示的世界！数美依托积累的海量数据、科技前沿技术，极致的工匠精神和对数据的深度理解，提供领先的大数据产品与服务。我们正在寻找不平凡的你，和我们一起“发现数据之美”欢迎投递简历【关于数美】www.ishumei.com数美科技是行业领先的全栈式实时反欺诈服务提供商，创建于2015年，总部位于北京，并在杭州、上海、深圳设有研发中心和分支机构。获顺为资本、360、百度、清流资本联合投资。创始团队来自阿里、腾讯、百度、360、小米等知名互联网公司，在人工智能领域有着超过十年的丰富实践经验，拥有上百项相关核心技术专利。并在北京、上海、广州、新加坡、美国、日本等地搭建全球防御网络，构建了全球反欺诈全栈防御体系。至今，已为互联网、电商、媒体、游戏、教育、直播、文娱、金融、零售等行业1000余家知名企业客户提供全栈式实时反欺诈服务。合作客户如百度、360、小米、58同城、小红书、同程艺龙、脉脉、迅雷、vipkid、中国银联、OPPO、永辉、万达、龙湖地产、光明网、猎豹、Blued、中信银行、51信用卡、趣店、玖富、洋钱罐、微贷网等。…………………………………………………………………………了解更多数美公司介绍https://www.ishumei.com/aboutUs/introduction.html数美团队介绍https://www.ishumei.com/aboutUs/team.html数美产品介绍https://www.ishumei.com/product/creditFengkong.html数美解决方案介绍https://www.ishumei.com/solution/finance.html,杭州乐富海邦园,"(120.009765, 30.282952)"
C/C++开发工程师,科友医疗研发部,6k-11k,6k,11k,武汉,3-5年,大专及以上,全职,五险一金、双休、带薪年假、餐补、出国游,"岗位职责：1、参与公司桌面产品的框架设计、开发与维护；2、根据产品需求完成模块设计、编码、单元测试工作；3、能按照项目计划，按时提交高质量的代码，完成开发任务；4、改善软件的易用性，提升用户使用体验；5、完成相关产品开发文档的编制。任职要求：1、扎实的C/C++语言编程经验，良好的编码风格与编码技巧，娴熟运用各类算法、数据结构解决业务需求；2、丰富的网络开发经验，熟悉Socket编程，非阻塞异步通信模型，熟悉HTTP、TCP与UDP协议等；3、丰富的C/C++语言商业软件编程经验，熟悉程序调试、查错等技巧；4、精通C++，理解面向对象思想，熟练使用标准库；5、熟悉常用数据结构与算法；6、熟悉操作系统理论,多线程开发,了解网络开发。",武汉双恒信息科技创业园 东科楼 2121室,"(114.36761, 30.519535)"
中级 C/C++研发工程师,滴普科技,9k-13k,9k,13k,广州,1-3年,本科及以上,全职,五险一金 零食福利 弹性时间 年终奖,岗位职责：1、负责建立、维护和发展公司软件开发环境和集成调试环境；负责研发、集成和优化开发调试工具；2、负责编制公司软件开发流程和规范，监督软件开发过程；3、负责产品开发、调试过程中的技术支持，解决产品研发过程中数据分享、数据存储，网络通讯等技术难题；4、负责将Windows平台的时序数据库Api完成跨平台化升级，会使用跨平台库（如Boost库）以及封装部分内核对象的方式，5、负责JNI完成Java部分的Api封装；6、Boost.Python完成PythonApi的封装。岗位要求：1、本科以上学历，计算机相关专业，2年及2年以上工作技术；2、掌握C/C++编程技术，有C/C++编程经验；掌握Linux技术，有Linux开发经验；掌握数据库技术；3、具有Window和Linux环境下设备驱动开发经验；4、熟悉图形化界面开发者优先；5、有darknet，Tensorflow的封装API经验者优先；6、有TX2平台开发经验的优先。,广州林和西路159号中泰北塔3A楼,"(113.322708, 23.150597)"
C开发工程师（武汉）,纬创软件,8k-15k,8k,15k,武汉,3-5年,本科及以上,全职,技术前沿 提升空间大,1、熟悉C语言程序设计，熟练掌握多线程编程、socket等网络编程技术；熟悉软件开发全流程；2、熟悉VxWorks，Linux或其他嵌入式操作系统；具备嵌入式软件编程且有1年以上相关工作经验者优先；3、熟练掌握网络通信协议IPV4、IPV6、TCP/UDP等基本原理；4、熟悉交换机/路由器协议；5、积极主动，具有较强的快速学习能力，有一定的抗压能力，责任心强，善于沟通和团队协作。,武汉光谷金融港,"(114.424741, 30.456176)"
C/C++开发工程师,智贝科技研发部,8k-16k,8k,16k,杭州,1-3年,本科及以上,全职,市场前景好，团队优秀，成长空间大,"【职责描述】：1.负责加密算法的应用接口和底层开发；2.熟悉当前Web应用、数据库、文件系统等的安全工作方式、开发模式；3.了解Nginx、Lua安全模块开发；4.协助核心安全系统平台框架的搭建、扩展和集成；5.负责具体加解密算法及系统的实施、移植和维护更新。【职位要求】：1.数学基础能力较强，学习过算法设计和数据结构的相关课程，并对算法设计有浓厚的兴趣；2.精通C/C++和熟悉JAVA语言，扎实的编程功底，对软件编程热爱和执着；3.熟悉多线程编程、内存管理、AOP编程、JNI接口、设计模式等知识和技能；4.熟悉使用VisualStudio或gcc等工具进行软件项目开发；5.了解目前流行的加解密算法：RSA、AES、ECC、SHA2、3DES、SM系列等；6.了解文件系统、mysql，Oracle等透明加密；7.熟悉目前流行的加解密协议比如：PKI，SSL/TLS,IPSec等，能熟练应用和修改opensslSDK；8.能阅读和书写英文技术文档，具有较好的英文听说读写能力；9.有较强的适应能力、独自钻研和工作能力、学习能力、分析能力、解决问题能力；10.有良好的语言表达和沟通能力，有团队精神、刻苦钻研精神，为人谦虚谨慎；11.熟悉和了解密文查询、密文计算者优先。",杭州六和路368号海创基地北楼二层B3-5室,"(120.139312, 30.186818)"
C/C++软件工程师,中科创新研发中心,8k-13k,8k,13k,武汉,3-5年,本科及以上,全职,"C/C++,开发与调试,多线程,数据共享",岗位职责：1、根据研发任务需求，进行软件算法功能与界面设计；2、与声学、硬件工程师一起完成产品总体方案制定；3、独立进行软件架构设计，撰写相关设计文档；4、协助其他工程师完成项目转产所需工作任务；5、分析并解决开发过程中的问题；6、对新概念产品进行技术调研和论证，对新技术进行预研。任职要求：1.计算机、软件系统相关专业，大学本科及以上学历；2.熟练使用一种开发平台；3.掌握C、C++或C#，具有2年以上实际项目开发经验；4.具有应用软件、驱动程序、数据库、图像算法等开发经验者优先；5.具有图形仿真处理软件、军工医疗软件开发相关项目经验者优先；6.有责任心、耐心及良好的沟通能力，具备快速学习的能力。,武汉光谷七路126号,"(114.532768, 30.471967)"
c语言出题干事,北京八维研修学院,8k-12k,8k,12k,北京,不限,本科及以上,全职,五险一金，带薪年假,岗位要求：1、研究生学历，计算机相关专业，优秀本科生可谈；2、精通C语言或者数据机构，有相关教学或开发经验优先；3、具有良好的团队合作意识、工作责任心强；岗位职责：组织、监督学院老师出题，审核日考试题；,北京北京市海淀区上地软件园南路57号,"(116.298966, 40.042639)"
初级C开发,上海中软华腾软件系统有限公司技术部,10k-15k,10k,15k,上海,1-3年,本科及以上,全职,"五险一金,周末双休,晋升空间大",1.全日制本科及以上学历；2.需精通C语言，具备较强的代码分析能力，具有良好的编码风格；从事金融IT行业2年及以上优先；3.熟悉Oracle、Linux、Shell。4.熟悉华腾信用卡核心系统者优先。,上海陆家嘴金融中心,"(121.506538, 31.241288)"
C/C++软件开发工程师,三汇信息软件部,8k-12k,8k,12k,杭州,1-3年,本科及以上,全职,"五险一金,周末双休,员工旅游,氛围轻松",岗位职责：1、负责现有嵌入式系统的维护与需求实现；2、参与物联网云管理系统的功能预研、基础框架的搭建、核心代码编写与功能完善。岗位要求：1、熟练掌握c、c++；2、熟悉mysql、redis；3、有Linux开发经验优先；4、有云管理平台核心框架开发经验者优先考虑；5、有嵌入式开发经验优先；6、良好的学习、沟通能力，良好的英文阅读能力。,杭州南环路4028号,"(120.152953, 30.179471)"
C/C++网络开发工程师,卫达安全研发中心,25k-50k,25k,50k,北京,3-5年,本科及以上,全职,"带薪年假,补充医疗,五险一金,节日福利",岗位职责：1、完成产品功能的设计、编码及文档编写2、持续改进公司网络安全产品平台和系统架构，优化性能；岗位要求:1、大学本科或以上学历，计算机、通信工程、电子信息、软件类专业，通过CET4，需具有2年及以上C开发的工作经验；2、熟悉C/C++语言，掌握常用数据结构（链表、hash、树等）；3、熟悉Linux内核协议栈，内核转发流程，有内核开发经验；4、熟悉零拷贝驱动，有DPDK，VPP实际开发经验；5、熟悉操作系统基本原理，对体系结构有深刻理解，有性能优化成果者优先考虑；6、学习能力强，沟通能力好，有钻研精神，对软件开发充满兴趣，有很好的自我管理能力；优先条件：（1）有网络防火墙开发经验者优先；（2）为开源社区提供代码者优先；（3）有工控协议及工业互联网协议、IPV6经验者优先,北京酒仙桥将台路14号898创新园区,"(116.507168, 39.957654)"
C语言中级软件工程师,南天信息开发一部,6k-12k,6k,12k,成都,3-5年,本科及以上,全职,"五险一金,年底双薪,带薪年假,通讯补贴",岗位职责：1、使用C语言进行平台函数的编写；2、参与分配项目或模块的原型架构，并独立进行的开发；3、负责对已有产品的代码维护工作；4、根据项目要求学习掌握新系统平台进行开发职位要求：1、精通Linux系统基础操作2、精通基于Linux操作系统的C语言编程3、熟悉至少一门关系型数据库，如oracle、DB2等4、熟悉使用数据库编程，熟悉掌握基于C语言的网络编程，进程间通信及共享内存。5、较强的沟通能力、学习能力、逻辑思维、独立解决问题能力，具备技术方案分析能力6、具有良好的代码风格、版本控制习惯7、有金融行业经验或银行中间业务经验优先,成都天泰路112号北18楼南天信息,"(104.056073, 30.632985)"
C/C++软件开发工程师,创新奇智（重庆）科技有限公司合资公司研发部,16k-22k,16k,22k,重庆,3-5年,硕士及以上,全职,薪酬24-33万,职位描述：【岗位职责】1、Linux、Windows操作系统上平台软件的开发，包括概要/详细设计与编码实现、单元测试与集成测试；2、平台软件的维护，包括问题解决、版本发布等；【任职要求】1、通信、计算机或者相关专业；2、本科3年，硕士2年以上工作经验；3、精通C/C++编程与调试，熟悉面向对象程序设计方法；4、熟练掌握Linux、windows等操作系统，熟悉Python编程语言；5、熟悉TCP/IP协议，有网络编程设计经验；6、熟悉mysql数据库编程及使用；8、较强的逻辑思维能力、理解能力、沟通表达能力，和良好的团队合作精神；敢于接受挑战，做事认真、踏实、细致，具有良好的自学能力，具有强烈的责任心,重庆重庆启迪科技园9号楼401,"(106.461905, 29.504139)"
C/C++开发工程师,HTEK研发中心,8k-15k,8k,15k,南京,3-5年,本科及以上,全职,弹性工作 带薪年假 领导nice,职位描述：1.设计和实现通信设备业务模块；2.开发业务模块，封装业务流程与数据解析；解决开发过程中的问题并进行系统优化。3.分析产品需求，能够理解相关产品应用场景并进行联想；4.能够通过单元测试与自动化测试等手段保证产品质量，并在必要时开发相关测试工具。岗位要求：1.计算机相关专业全日制本科及以上学历，2年以上C开发经验，具备一定的英文阅读理解能力；2.熟悉多线程、多进程、网络应用，良好的数据结构基础；熟悉面向对象思想；熟悉常见的设计模式；3.掌握基本数据结构及其算法（链表、队列、树等）；掌握网络编程；对操作系统有深入理解；4.对新技术敏感，对性能提升优化兴趣浓厚；5.熟悉SIP协议或有IP-PBX经验开发者优先。公司为员工提供的福利：五险一金、带薪年假、绩效奖金、全勤奖、节日福利、生育探望金、活动经费、午餐补贴、员工旅游、定期体检、丰富的企业文化活动。南京汉隆科技有限公司属于蓬勃发展型企业，处于快速发展阶段，可提供有竞争力的薪酬体系和培训、个人发展机会。轻松的工作氛围，年轻激昂的团队，等你来加入我们！,南京花神庙10号花神科技园,"(118.767867, 31.986663)"
C/C++软件工程师（算法工程...,思必驰科技,15k-30k,15k,30k,苏州,3-5年,本科及以上,全职,明星企业 技术实力强 成长空间大,"职位描述：1、C/C++Linux下工程开发及优化；2、工程新算法实现；3、进行算法裁剪。任职资格：1.硕士以上学历，2年以上软件开发工作经验；(211或985学校)2.可以熟练使用C/C++软件编程,熟悉Linux环境开发及软件调试3.掌握操作系统与计算机系统结构,编译原理等软件知识,了解设计模式4.思路清晰，能独立实现需要的算法；加分项：1.有并行计算，GPU编程经验项目经验优先2.有NLP,语音识别或语音合成软件项目经验优先3.有神经网络/机器学习/深度学习软件项目经验优先4.有统计模型算法或神经网络模型优化项目经验优先5.有嵌入式系统优化项目经验优先6.有软件架构设计项目经验优先7.有信号处理软件项目经验优先",苏州州市工业园区新平街388号腾飞创新园14号楼,"(120.734191, 31.25367)"
C语言开发工程师,星汉研发中心,5k-8k,5k,8k,珠海,1-3年,本科及以上,全职,"五险一金,包吃住,带薪年假,股票期权",一、岗位职责：1、完成领导分配的工作任务，努力提升自身技术能力；2、参与公司产品核心模块的开发；3、参与技术文档的编写；二、任职资格；1、应用数学、物理学、电子、计算机等相关专业，本科及以上学历；2、熟练使用C语言，熟悉常见数据结构；3、通过CET-4以上，专业课在中等或以上水平；4、有JAVA开发经验者优先；5、热爱钻研技术，愿意投入时间精力在行业内成长；6、有较强的逻辑思维能力，注重团队协作；7、可接受优秀18届和19届学生；,珠海珠海保税区联峰路恒利工业园6栋,"(113.491572, 22.169268)"
C/C++工程师,大连华信计算机,8k-16k,8k,16k,西安,1-3年,本科及以上,全职,六险一金,职位描述1.负责业务模块研发、代码开发，解决开发过程中碰到的各种技术难题2.单元测试、静态检查、环境搭建、问题定位、资料开发等工作职位要求1.信息系统/计算机/通讯等相关专业，本科及以上学历，英语四级及以上2.2年以上Linux平台C或C++底层及应用层开发经验3.熟悉GCC编译器环境，具有良好的系统调试经验4.熟悉Linux操作系统，熟练运用Shell5.了解常用的软件架构模式、基本的编程编译工具6.掌握常见的数据结构、算法，了解软件工程、敏捷开发等知识7.掌握Java或Python者优先8.有无线通信相关行业开发经验者优先,西安软件新城天谷八路156号,"(108.838557, 34.208593)"
高级C/C++开发专家(J10551),朗新科技,10k-15k,10k,15k,北京,3-5年,本科及以上,全职,节日福利五险一金交通补助带薪年假弹性工作,工作职责:1.负责Linux/Windows相关应用软件开发与维护；2.负责气象行业软件的设计规范和技术规格；3.根据项目进度和任务分配，完成符合功能要求和质量标准的软件开发模块；4.编制项目文档及相关记录任职资格:1、具有3年以上丰富的linux服务器端软件开发经验；2、编程基本功扎实、熟悉常见的数据结构与算法、精通C/C++，熟悉面向对象技术，熟悉常见的设计模式；3、熟悉MySQL/oracle数据库等，数据库设计、优化、调试、调优；4、熟悉makefile，熟练掌握linux软件编译及调试工具，熟练掌握linuxc/c++编程和调试技巧；5、有相关气象、海洋、环保行业软件开发经验者优先；,北京北辰东路8号院北辰时代大厦1801,"(116.406335, 39.991395)"
C开发工程师,江苏润和软件股份有限公司,10k-15k,10k,15k,上海,3-5年,本科及以上,全职,项目稳定 金融行业 五险一金 年底双薪,工作职责：-1、根据研发中心的要求，积极参与公司产品的讨论、定义、设计等工作，在技术上与其他部门充分沟通，确保产品技术上的可行性；2、根据开发文档，进行子系统/模块的软件编码工作，并根据系统开发中遇到难点问题，参与技术攻关，按阶段有计划地完成代码开发计划，并调试合格，按时提交；3、根据公司产品测试相关流程及产品特点，配合测试部门和业务部门进行产品测试和验收工作，进行软件系统的安装调试，确保产品顺利发布；4、参与软件模块的代码走读、代码正规检视、设计文档正规检视、设计评审等质量保证活动，降低软件产品缺陷；5、在项目开发过程中，总结经验和教训，归纳案例，实现经验共享。职位需求：1、本科及以上学历，计算机及相关专业2、2年以上银行软件开发经验或熟悉银行业务者优先3、能熟练掌握C/C++-熟悉Unix，esql/c-具有较强的文档撰写能力，具备独立分析和解决问题的能力.4、有良好的职业道德和工作态度，工作认真、踏实，责任心和进取心强-有较强的学习能力和团队协作精神,上海上海浦东新区,"(121.544379, 31.221517)"
linux C/C++开发工程师,通力互联西安无线UK,10k-20k,10k,20k,西安,3-5年,本科及以上,全职,"五险一金,过节福利,薪资开放,氛围ok",职位要求：1、计算机、自动化、或通讯类专业毕业，本科及以上学历；2、至少1年以上软件开发经验，执行力强，有良好的沟通、推动、理解能力，思路清晰，细心严谨、抗压能力强；3、熟悉LinuxC/C++，熟悉TCP/IP协议，掌握常用线程、进程知识和消息通信机制，熟悉常用的LinuxC/C++函数，熟悉内核更佳；4、熟悉软件开发流程，对质量管控方法有一定的理解。,西安新加坡腾飞科汇城,"(108.843937, 34.210947)"
C语言开发工程师,谷数科技研发中心,20k-30k,20k,30k,北京,1-3年,本科及以上,全职,节日福利定期体检 五险一金周末双休,技能要求：C，C++，Linux职责描述：1、负责公司存储系统、分布式数据库系统等开发工作；2、负责公司存储系统、分布式数据库系统相关特性开发交付、持续优化。任职要求：1、计算机相关专业；2、2年左右开发经验；3、熟练掌握C、C++、C#语言；4、良好的团队合作能力和协调沟通能力，能承受工作压力；5、有Linux操作系统经验者优先。,北京北京市海淀区西北旺东路10号院东区12号楼B座2层,"(116.329519, 39.972134)"
C/C++研发工程师,希科泰研发中心,3k-5k,3k,5k,沈阳,应届毕业生,本科及以上,全职,双休 五险一金 弹性工作制 年假 补助,职位描述：1.ECU诊断功能开发；2.ECU下线检测系统软件开发；3.模拟测试系统上位机软件开发；任职要求：1.本科及以上学历，CET-4，经验不限，计算机、软件、电子等相关专业；2.掌握C/C++语言，了解VS2010开发环境和SQLServer数据库；3.愿意从事汽车控制器研发工作；4.能熟练阅读中文、英文技术文档，能够书写规范的技术文档；5.有责任心，富有团队精神；6.接受应届生。,沈阳东站街57-2,"(123.495814, 41.83409)"
C/C++研发工程师,安华金和天津研发中心内核部,10k-15k,10k,15k,天津,3-5年,大专及以上,全职,"行业发展优,工作环境趣,福利待遇佳,人际关系单","1.熟练掌握C/C++和GUN工具2.熟练掌握MySQL数据库的使用与基本操作3.熟悉Linux的多线程、多进程编程者优先有以下经验者优先：1.有防火墙或者网络IDS产品经验的优先2.有网络封包处理相关经验的优先3.有linuxkernel编程经验的优先4.了解MySQL,Oracle数据库实现原理者优先这里，汇聚阿里、绿盟、联想等战略合作与战略投资方；这里，汇聚最具创新能力的时代精英；这里，是由程序员创造的创新者天堂；你，期待充分实现职业理想，充分施展所能的平台么？你，想突破自我，突破固有陈规，将不可能变为可能，将可能变现么？你，想亲历能力转化为生产力的节节惊喜么？你，若不惧挑战，欢迎并肩作战！",天津华科创业中心9层,"(117.12977, 39.095245)"
C开发,上海中软华腾软件系统有限公司,15k-25k,15k,25k,上海,5-10年,本科及以上,全职,平台大，技术新，薪资open，福利好,1、熟练C开发，熟悉linux环境命令；2、有安全平台或安全算法类项目经验；3、熟悉高可用、高并发、高性能处理场景，比如有memcache/redis经验或性能调优经验；4、对常用卡组织标准有所了解；5、能够积极沟通满足团队效率；6、学历：必须统招本科，双证齐全（毕业证和学位证），学信网可查。,上海唐镇,"(121.655325, 31.208298)"
C开发工程师,江苏谷科软件有限公司,7k-14k,7k,14k,宁波,1年以下,本科及以上,全职,六险一金、年终奖、一年两次调薪机会,岗位职责：1、负责需求、框架设计和分析；2、与客户有良好的沟通与协调能力。3、根据需求进行银行项目模块功能的设计，开发与实施；技能要求：1、本科及以上学历，1-2年以上UNIXC开发经验；2、有银行中间业务、支付类、银联、非税、财税等实施经验者优先。3、有较强的需求分析能力及客户经营能力。4、具有较强的责任心，能适应江苏范围内出差,宁波宁南南路700号,"(121.541145, 29.809535)"
